,Aerage,,,,,,
14.8,1861.06,,,,,,
14.82,1804.76,,,,,,
14.84,1740.96,,,,,,
14.86,1850.18,,,,,,
14.88,1896.68,,,,,,
14.9,1844,,,,,,
14.92,1841.12,,,,,,
14.94,1871.86,,,,,,
14.96,1892.28,,,,,,
14.98,1845.06,,,,,,
15,1855.38,,,,,,
15.02,1906.16,,,,,,
15.04,1860.02,,,,,,
15.06,1800.92,,,,,,
15.08,1804.52,,,,,,
15.1,1890.38,,,,,,
15.12,1887.62,,,,,,
15.14,1847.54,,,,,,
15.16,1793.92,,,,,,
15.18,1872.2,,,,,,
15.2,1853.78,,,,,,
15.22,1829.2,,,,,,
15.24,1828.16,,,,,,
15.26,1828.56,,,,,,
15.28,1883.98,,,,,,
15.3,1826.6,,,,,,
15.32,1760.66,,,,,,
15.34,1822.84,,,,,,
15.36,1818.42,,,,,,
15.38,1829.26,,,,,,
15.4,1880,,,,,,
15.42,1810.9,,,,,,
15.44,1851.66,,,,,,
15.46,1836.6,,,,,,
15.48,1817.06,,,,,,
15.5,1897.1,,,,,,
15.52,1898.18,,,,,,
15.54,1853.48,,,,,,
15.56,1834.1,,,,,,
15.58,1893.24,,,,,,
15.6,1860.14,,,,,,
15.62,1867.62,,,,,,
15.64,1817.94,,,,,,
15.66,1920.08,,,,,,
15.68,1821.28,,,,,,
15.7,1818,,,,,,
15.72,1753.22,,,,,,
15.74,1868.92,,,,,,
15.76,1830.72,,,,,,
15.78,1852.28,,,,,,
15.8,1814.4,,,,,,
15.82,1871.4,,,,,,
15.84,1862.98,,,,,,
15.86,1831.16,,,,,,
15.88,1782.76,,,,,,
15.9,1849.1,,,,,,
15.92,1824.82,,,,,,
15.94,1832.12,,,,,,
15.96,1732.16,,,,,,
15.98,1841.5,,,,,,
16,1808.16,,,,,,
16.02,1838.38,,,,,,
16.04,1975.2,,,,,,
16.06,1884.86,,,,,,
16.08,1839.18,,,,,,
16.1,1798.58,,,,,,
16.12,1826.22,,,,,,
16.14,1961.76,,,,,,
16.16,1888.2,,,,,,
16.18,1822.9,,,,,,
16.2,1736.34,,,,,,
16.22,1839.86,,,,,,
16.24,1820.7,,,,,,
16.26,1770.98,,,,,,
16.28,1816.72,,,,,,
16.3,1894.98,,,,,,
16.32,1862.38,,,,,,
16.34,1882.46,,,,,,
16.36,1788.62,,,,,,
16.38,1781.4,,,,,,
16.4,1865.04,,,,,,
16.42,1840.72,,,,,,
16.44,1756.96,,,,,,
16.46,1833.44,,,,,,
16.48,1822.36,,,,,,
16.5,1889.28,,,,,,
16.52,1809.4,,,,,,
16.54,1841.76,,,,,,
16.56,1835.54,,,,,,
16.58,1866.26,,,,,,
16.6,1825.02,,,,,,
16.62,1893.26,,,,,,
16.64,1887.76,,,,,,
16.66,1862.2,,,,,,
16.68,1829.58,,,,,,
16.7,1888.8,,,,,,
16.72,1887.44,,,,,,
16.74,1832.54,,,,,,
16.76,1829.84,,,,,,
16.78,1918.3,,,,,,
16.8,1880.64,,,,,,
16.82,1933.24,,,,,,
16.84,1874.68,,,,,,
16.86,1992.44,,,,,,
16.88,1822.08,,,,,,
16.9,1823,,,,,,
16.92,1945.88,,,,,,
16.94,1996.08,,,,,,
16.96,1993.32,,,,,,
16.98,2058.28,,,,,,
17,1971.52,,,,,,
17.02,1999.2,,,,,,
17.04,1907.92,,,,,,
17.06,1988.6,,,,,,
17.08,1940,,,,,,
17.1,1950.08,,,,,,
17.12,1863.24,,,,,,
17.14,1863.08,,,,,,
17.16,1861.36,,,,,,
17.18,1993.76,,,,,,
17.2,1798.84,,,,,,
17.22,1903.16,,,,,,
17.24,1850.44,,,,,,
17.26,1927,,,,,,
17.28,1821.6,,,,,,
17.3,1790.6,,,,,,
17.32,1823,,,,,,
17.34,1789.2,,,,,,
17.36,1777.6,,,,,,
17.38,1844.64,,,,,,
17.4,1869.72,,,,,,
17.42,1842.76,,,,,,
17.44,1746.2,,,,,,
17.46,1867.08,,,,,,
17.48,1835.2,,,,,,
17.5,1911.48,,,,,,
17.52,1817.56,,,,,,
17.54,1884.84,,,,,,
17.56,1746.76,,,,,,
17.58,1834.44,,,,,,
17.6,1807.52,,,,,,
17.62,1774.2,,,,,,
17.64,1766.44,,,,,,
17.66,1847.32,,,,,,
17.68,1767.24,,,,,,
17.7,1818.08,,,,,,
17.72,1798.16,,,,,,
17.74,1861,,,,,,
17.76,1720.12,,,,,,
17.78,1777.4,,,,,,
17.8,1760.36,,,,,,
17.82,1861.04,,,,,,
17.84,1746.4,,,,,,
17.86,1703.8,,,,,,
17.88,1768.68,,,,,,
17.9,1803.92,,,,,,
17.92,1682.6,,,,,,
17.94,1723.12,,,,,,
17.96,1717.04,,,,,,
17.98,1626.88,,,,,,
18,1661.84,,,,,,
18.02,1594.36,,,,,,
18.04,1612.8,,,,,,
18.06,1708.36,,,,,,
18.08,1706.12,,,,,,
18.1,1714.6,,,,,,
18.12,1794,,,,,,
18.14,1725.68,,,,,,
18.16,1732.84,,,,,,
18.18,1735.68,,,,,,
18.2,1728.64,,,,,,
18.22,1655.6,,,,,,
18.24,1721.08,,,,,,
18.26,1807.2,,,,,,
18.28,1604,,,,,,
18.3,1702.76,,,,,,
18.32,1762.88,,,,,,
18.34,1682.96,,,,,,
18.36,1748.64,,,,,,
18.38,1802.48,,,,,,
18.4,1735.16,,,,,,
18.42,1655.08,,,,,,
18.44,1744.72,,,,,,
18.46,1801.84,,,,,,
18.48,1804.56,,,,,,
18.5,1752.8,,,,,,
18.52,1829.56,,,,,,
18.54,1824.68,,,,,,
18.56,1828.44,,,,,,
18.58,1860.28,,,,,,
18.6,1722.4,,,,,,
18.62,1867.28,,,,,,
18.64,1780.08,,,,,,
18.66,1799.88,,,,,,
18.68,1833.32,,,,,,
18.7,1835.16,,,,,,
18.72,1736.72,,,,,,
18.74,1717.68,,,,,,
18.76,1789.16,,,,,,
18.78,1914.88,,,,,,
18.8,1716.28,,,,,,
18.82,1760.44,,,,,,
18.84,1688.2,,,,,,
18.86,1800.16,,,,,,
18.88,1746.32,,,,,,
18.9,1697.28,,,,,,
18.92,1795.76,,,,,,
18.94,1828.8,,,,,,
18.96,1807.56,,,,,,
18.98,1845.68,,,,,,
19,1768.72,,,,,,
19.02,1892.32,,,,,,
19.04,1783.36,,,,,,
19.06,1731.4,,,,,,
19.08,1776.52,,,,,,
19.1,1850.96,,,,,,
19.12,1728.52,,,,,,
19.14,1833.32,,,,,,
19.16,1762.96,,,,,,
19.18,1781.44,,,,,,
19.2,1740.96,,,,,,
19.22,1744.84,,,,,,
19.24,1755.36,,,,,,
19.26,1816.44,,,,,,
19.28,1791.16,,,,,,
19.3,1840.88,,,,,,
19.32,1844.04,,,,,,
19.34,1724.6,,,,,,
19.36,1796.52,,,,,,
19.38,1823.76,,,,,,
19.4,1789.44,,,,,,
19.42,1965.68,,,,,,
19.44,1832.76,,,,,,
19.46,1856.92,,,,,,
19.48,1835.92,,,,,,
19.5,1859.8,,,,,,
19.52,1815.6,,,,,,
19.54,1795.32,,,,,,
19.56,1911.8,,,,,,
19.58,1967.4,,,,,,
19.6,1832.2,,,,,,
19.62,1946.72,,,,,,
19.64,1947.72,,,,,,
19.66,1814,,,,,,
19.68,1862.52,,,,,,
19.7,1810.12,,,,,,
19.72,1830.72,,,,,,
19.74,1934.88,,,,,,
19.76,1840.2,,,,,,
19.78,1776.96,,,,,,
19.8,1882.24,,,,,,
19.82,1824.52,,,,,,
19.84,1769.8,,,,,,
19.86,1817.96,,,,,,
19.88,1773.44,,,,,,
19.9,1838.6,,,,,,
19.92,1810.64,,,,,,
19.94,1751.64,,,,,,
19.96,1772.68,,,,,,
19.98,1884.44,,,,,,
20,1816.88,,,,,,
20.02,1781.48,,,,,,
20.04,1844.68,,,,,,
20.06,1770.8,,,,,,
20.08,1817.68,,,,,,
20.1,1719.56,,,,,,
20.12,1799.96,,,,,,
20.14,1808.48,,,,,,
20.16,1746.16,,,,,,
20.18,1822.56,,,,,,
20.2,1886.6,,,,,,
20.22,1825.68,,,,,,
20.24,1763.48,,,,,,
20.26,1800.24,,,,,,
20.28,1722.2,,,,,,
20.3,1827.24,,,,,,
20.32,1775.4,,,,,,
20.34,1725.36,,,,,,
20.36,1801.68,,,,,,
20.38,1876.28,,,,,,
20.4,1824.24,,,,,,
20.42,1797.4,,,,,,
20.44,1709.8,,,,,,
20.46,1816.08,,,,,,
20.48,1778.08,,,,,,
20.5,1730.2,,,,,,
20.52,1833.56,,,,,,
20.54,1831.4,,,,,,
20.56,1818.76,,,,,,
20.58,1770.48,,,,,,
20.6,1883.92,,,,,,
20.62,1853.28,,,,,,
20.64,1902.04,,,,,,
20.66,1836.92,,,,,,
20.68,1717.92,,,,,,
20.7,1888.48,,,,,,
20.72,1819.8,,,,,,
20.74,1817.96,,,,,,
20.76,1857.64,,,,,,
20.78,1915.92,,,,,,
20.8,1888.52,,,,,,
20.82,1768.16,,,,,,
20.84,1946.44,,,,,,
20.86,1835.12,,,,,,
20.88,1918.24,,,,,,
20.9,1762.56,,,,,,
20.92,1790.08,,,,,,
20.94,1842.28,,,,,,
20.96,1807.52,,,,,,
20.98,1831.84,,,,,,
21,1965.8,,,,,,
21.02,1947.36,,,,,,
21.04,1901.4,,,,,,
21.06,1966.04,,,,,,
21.08,1917.92,,,,,,
21.1,1920.44,,,,,,
21.12,1842.76,,,,,,
21.14,1825.68,,,,,,
21.16,1842.36,,,,,,
21.18,1792.96,,,,,,
21.2,1828.72,,,,,,
21.22,1760.64,,,,,,
21.24,1814.52,,,,,,
21.26,1862.28,,,,,,
21.28,1821.2,,,,,,
21.3,1720,,,,,,
21.32,1735.88,,,,,,
21.34,1803.76,,,,,,
21.36,1813.24,,,,,,
21.38,1727,,,,,,
21.4,1711.32,,,,,,
21.42,1889.88,,,,,,
21.44,1820.04,,,,,,
21.46,1788.68,,,,,,
21.48,1903.2,,,,,,
21.5,1819.68,,,,,,
21.52,1884.08,,,,,,
21.54,1833.28,,,,,,
21.56,1839.76,,,,,,
21.58,1786.72,,,,,,
21.6,1811.24,,,,,,
21.62,1829.16,,,,,,
21.64,1921.68,,,,,,
21.66,1895.44,,,,,,
21.68,1892.4,,,,,,
21.7,1852.24,,,,,,
21.72,1967.88,,,,,,
21.74,1971.84,,,,,,
21.76,1826.72,,,,,,
21.78,1818.88,,,,,,
21.8,1950.12,,,,,,
21.82,1966.04,,,,,,
21.84,2018.64,,,,,,
21.86,1807.04,,,,,,
21.88,1798.4,,,,,,
21.9,1903.44,,,,,,
21.92,1878.04,,,,,,
21.94,1906.8,,,,,,
21.96,1886.48,,,,,,
21.98,1966.84,,,,,,
22,1919.28,,,,,,
22.02,1867,,,,,,
22.04,1926.88,,,,,,
22.06,2025.48,,,,,,
22.08,1930.2,,,,,,
22.1,1894.96,,,,,,
22.12,1988.08,,,,,,
22.14,1950.8,,,,,,
22.16,2017.04,,,,,,
22.18,1906.44,,,,,,
22.2,1885.84,,,,,,
22.22,1993.52,,,,,,
22.24,1853.84,,,,,,
22.26,1942.28,,,,,,
22.28,2010.8,,,,,,
22.3,2005.28,,,,,,
22.32,1874.16,,,,,,
22.34,1910.16,,,,,,
22.36,1916,,,,,,
22.38,1968.88,,,,,,
22.4,1913.36,,,,,,
22.42,1952.36,,,,,,
22.44,1996.92,,,,,,
22.46,1957.44,,,,,,
22.48,1994.4,,,,,,
22.5,1916.08,,,,,,
22.52,1965.96,,,,,,
22.54,1921.84,,,,,,
22.56,1923.36,,,,,,
22.58,1864.28,,,,,,
22.6,1949,,,,,,
22.62,2030.4,,,,,,
22.64,1884.92,,,,,,
22.66,1772.2,,,,,,
22.68,1943.84,,,,,,
22.7,1935.52,,,,,,
22.72,1865.68,,,,,,
22.74,1938.4,,,,,,
22.76,1880.8,,,,,,
22.78,1833.32,,,,,,
22.8,1843.08,,,,,,
22.82,1770.52,,,,,,
22.84,1816.72,,,,,,
22.86,2004.44,,,,,,
22.88,1806.8,,,,,,
22.9,1739.2,,,,,,
22.92,1896.04,,,,,,
22.94,1872.76,,,,,,
22.96,1893.24,,,,,,
22.98,1763.48,,,,,,
23,1907.4,,,,,,
23.02,1823.16,,,,,,
23.04,1867.52,,,,,,
23.06,1867.48,,,,,,
23.08,1956.6,,,,,,
23.1,1997.68,,,,,,
23.12,1910.48,,,,,,
23.14,1799.56,,,,,,
23.16,2004.84,,,,,,
23.18,1956.2,,,,,,
23.2,2020.24,,,,,,
23.22,1950.92,,,,,,
23.24,1933.04,,,,,,
23.26,1883.84,,,,,,
23.28,1954.32,,,,,,
23.3,1817.6,,,,,,
23.32,1914.36,,,,,,
23.34,1959.4,,,,,,
23.36,1898.8,,,,,,
23.38,1772.56,,,,,,
23.4,1913.76,,,,,,
23.42,1869.32,,,,,,
23.44,1873.52,,,,,,
23.46,1832.68,,,,,,
23.48,1891.28,,,,,,
23.5,1887.28,,,,,,
23.52,1870.92,,,,,,
23.54,1952.6,,,,,,
23.56,1864.48,,,,,,
23.58,1932.72,,,,,,
23.6,1921.48,,,,,,
23.62,1908.4,,,,,,
